Age,Is_Senior,Marital_Status,Married_Premium_Discount,Prior_Insurance,Prior_Insurance_Premium_Adjustment,Claims_Frequency,Claims_Severity,Claims_Adjustment,Policy_Type,Policy_Adjustment,Premium_Amount,Safe_Driver_Discount,Multi_Policy_Discount,Bundling_Discount,Total_Discounts,Source_of_Lead,Time_Since_First_Contact,Conversion_Status,Website_Visits,Inquiries,Quotes_Requested,Time_to_Conversion,Credit_Score,Premium_Adjustment_Credit,Region,Premium_Adjustment_Region
41,0,Widowed,0,1-5 years,50,0,Low,0,Liability-Only,-200,2100,0,1,0,50,Online,29,1,3,4,1,10,647.4013203192095,50,Urban,100
39,0,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2336,0,0,0,0,Agent,14,1,4,5,3,14,732.0786070153564,-50,Urban,100
30,0,Widowed,0,1-5 years,50,0,Low,0,Full Coverage,0,2150,0,0,0,0,Online,17,0,1,2,3,9,738.4921263875989,-50,Rural,0
54,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2186,1,0,0,50,Online,7,0,5,1,1,8,630.6208938496256,50,Urban,100
41,0,Married,86,1-5 years,50,2,Low,100,Full Coverage,0,2336,0,1,1,100,Online,12,1,9,1,3,5,776.3158467257099,-50,Urban,100
32,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2436,0,0,0,0,Online,25,1,4,2,2,5,690.0158114014612,50,Urban,100
20,0,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2286,0,0,0,0,Online,27,0,4,2,3,10,708.2613819261084,-50,Suburban,50
26,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2150,0,1,0,50,Online,9,1,5,4,2,12,732.905086615671,-50,Urban,100
18,0,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2386,1,0,0,50,Online,17,1,5,1,2,7,683.2301166059038,50,Urban,100
40,0,Divorced,0,>5 years,0,0,Medium,0,Full Coverage,0,2050,0,1,0,50,Referral,13,1,6,1,1,6,714.7051835781047,-50,Rural,0
22,0,Single,0,<1 year,100,0,Low,0,Full Coverage,0,2250,0,1,0,50,Online,3,1,4,1,2,6,740.8528947819124,-50,Urban,100
36,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2286,0,0,0,0,Agent,16,1,10,0,3,5,716.8609363506669,-50,Urban,100
60,1,Single,0,1-5 years,50,2,Medium,200,Full Coverage,0,2350,0,1,0,50,Agent,22,1,6,2,1,10,707.1765887892484,-50,Suburban,50
57,1,Widowed,0,>5 years,0,1,High,200,Liability-Only,-200,2150,1,0,0,50,Agent,1,1,4,3,1,6,745.0691201174524,-50,Urban,100
39,0,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2336,0,0,1,50,Online,5,1,4,2,3,12,727.483192276528,-50,Urban,100
38,0,Married,86,1-5 years,50,0,High,0,Full Coverage,0,2236,0,1,0,50,Online,23,1,4,2,2,8,800.8334506287018,-50,Suburban,50
68,1,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2286,0,0,1,50,Agent,7,1,3,2,1,10,714.3852147607683,-50,Urban,100
47,0,Married,86,1-5 years,50,2,Medium,200,Liability-Only,-200,2236,0,0,0,0,Online,3,1,5,1,1,12,711.7519773736548,-50,Rural,0
35,0,Single,0,1-5 years,50,1,Low,50,Liability-Only,-200,2050,0,0,0,0,Referral,15,1,10,2,2,14,755.7100553246099,-50,Suburban,50
18,0,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2336,0,0,0,0,Agent,5,0,3,1,1,11,719.0874936531264,-50,Urban,100
45,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2150,0,1,0,50,Online,16,1,4,2,1,3,742.5600631593871,-50,Suburban,50
52,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2050,0,0,0,0,Referral,16,1,4,4,2,14,706.6809596216133,-50,Urban,100
30,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2150,0,1,1,100,Online,5,0,4,2,3,12,784.3917764683532,-50,Urban,100
44,0,Married,86,1-5 years,50,0,Medium,0,Liability-Only,-200,2086,0,0,0,0,Referral,8,1,4,1,1,5,708.8443727660334,-50,Suburban,50
34,0,Married,86,1-5 years,50,1,High,200,Liability-Only,-200,2436,0,0,0,0,Online,16,1,4,1,1,13,699.4409485063123,50,Urban,100
37,0,Married,86,<1 year,100,1,Low,50,Liability-Only,-200,2236,0,0,0,0,Agent,17,1,6,2,2,11,685.6145822658457,50,Rural,0
18,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2136,1,0,0,50,Online,4,1,7,2,3,14,665.4310847613136,50,Rural,0
36,0,Widowed,0,1-5 years,50,0,Low,0,Full Coverage,0,2350,0,0,0,0,Online,9,1,7,0,3,1,679.4567914784867,50,Urban,100
54,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2186,1,0,0,50,Online,27,1,5,3,3,8,632.8428712244959,50,Urban,100
30,0,Married,86,1-5 years,50,1,High,200,Full Coverage,0,2436,0,0,0,0,Online,13,0,5,0,2,13,736.6282323347602,-50,Rural,0
40,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2286,0,1,1,100,Online,23,1,3,3,3,6,736.8939060427989,-50,Urban,100
28,0,Divorced,0,>5 years,0,0,Low,0,Liability-Only,-200,2050,0,1,0,50,Online,4,1,3,4,1,6,628.6937746334962,50,Urban,100
45,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2200,0,0,0,0,Online,19,1,6,2,1,1,717.9393452437682,-50,Urban,100
36,0,Single,0,>5 years,0,1,Low,50,Full Coverage,0,2150,0,1,1,100,Referral,24,1,8,1,2,14,808.2208511752204,-50,Urban,100
25,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2136,1,0,0,50,Agent,15,1,4,2,2,3,703.9999837728242,-50,Urban,100
59,1,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2286,1,1,0,100,Agent,18,1,4,0,1,3,694.5986116787026,50,Rural,0
53,0,Single,0,<1 year,100,1,Low,50,Full Coverage,0,2300,0,1,0,50,Online,29,1,6,2,1,3,760.6074865424678,-50,Urban,100
30,0,Widowed,0,1-5 years,50,2,Low,100,Full Coverage,0,2400,0,1,0,50,Online,11,0,4,3,3,9,683.1470371359361,50,Urban,100
47,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2150,0,0,1,50,Agent,2,1,12,1,2,7,794.228902266245,-50,Urban,100
48,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2100,0,1,0,50,Online,20,1,2,1,1,3,678.2955621262274,50,Urban,100
49,0,Married,86,1-5 years,50,2,Medium,200,Full Coverage,0,2586,0,1,0,50,Referral,13,1,1,2,1,7,653.7276389173094,50,Urban,100
18,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,0,0,0,0,Online,24,1,5,1,2,5,714.4322943087586,-50,Urban,100
55,1,Divorced,0,1-5 years,50,1,Medium,100,Full Coverage,0,2250,0,1,0,50,Agent,11,1,6,2,3,8,702.0958207143163,-50,Suburban,50
31,0,Married,86,<1 year,100,2,Low,100,Liability-Only,-200,2286,0,0,0,0,Online,15,1,8,2,2,14,700.3177538670635,-50,Urban,100
34,0,Widowed,0,1-5 years,50,0,Low,0,Full Coverage,0,2150,0,1,0,50,Online,12,1,2,1,2,2,700.8470053178704,-50,Suburban,50
79,1,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2386,0,1,0,50,Online,14,1,2,2,3,1,649.9840327804676,50,Urban,100
44,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2386,0,0,0,0,Agent,28,1,11,3,2,12,714.560975722088,-50,Urban,100
34,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2200,0,0,0,0,Agent,24,0,5,0,3,12,705.8547062424439,-50,Suburban,50
18,0,Married,86,>5 years,0,1,High,200,Liability-Only,-200,2186,1,0,0,50,Online,10,0,4,2,2,12,732.7732463030881,-50,Suburban,50
60,1,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2136,1,1,1,150,Agent,3,0,4,1,3,10,742.4040836909979,-50,Urban,100
19,0,Married,86,>5 years,0,0,Medium,0,Full Coverage,0,2336,0,1,0,50,Online,28,1,3,0,1,2,689.7176115008033,50,Urban,100
24,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2300,0,1,0,50,Agent,7,1,6,1,3,4,683.561316145222,50,Urban,100
35,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2386,0,0,0,0,Referral,18,1,5,2,1,9,694.113395686392,50,Suburban,50
61,1,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2236,0,1,0,50,Agent,27,1,5,3,1,4,701.5245094429431,-50,Urban,100
51,0,Single,0,<1 year,100,0,Low,0,Full Coverage,0,2200,0,1,0,50,Online,30,1,5,2,2,4,821.2374120611239,-50,Suburban,50
37,0,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2236,0,1,1,100,Agent,26,1,6,1,1,7,784.4394337478409,-50,Suburban,50
44,0,Widowed,0,1-5 years,50,1,Low,50,Full Coverage,0,2250,1,0,0,50,Referral,15,1,4,3,3,1,713.1704199475084,-50,Urban,100
30,0,Married,86,1-5 years,50,0,Medium,0,Liability-Only,-200,2186,0,0,0,0,Online,3,1,4,2,2,2,628.6149788427116,50,Suburban,50
42,0,Single,0,<1 year,100,0,Medium,0,Full Coverage,0,2300,0,0,0,0,Agent,19,1,2,1,2,5,817.0896331030847,-50,Urban,100
41,0,Married,86,>5 years,0,0,Medium,0,Full Coverage,0,2286,0,0,0,0,Agent,22,1,5,3,3,5,736.291253596529,-50,Urban,100
54,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2050,1,1,0,100,Agent,29,1,6,1,2,9,712.075466756698,-50,Rural,0
54,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2250,0,0,0,0,Online,24,1,5,1,1,1,777.4764891663825,-50,Urban,100
47,0,Widowed,0,1-5 years,50,1,High,200,Full Coverage,0,2450,0,0,0,0,Online,27,1,3,3,3,1,740.2838325725775,-50,Urban,100
34,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2236,0,0,0,0,Agent,6,0,1,1,3,14,646.6440406631509,50,Urban,100
51,0,Married,86,<1 year,100,1,Medium,100,Liability-Only,-200,2286,0,0,0,0,Online,11,1,1,0,2,12,815.2822942724439,-50,Urban,100
38,0,Single,0,<1 year,100,1,Low,50,Full Coverage,0,2400,0,0,1,50,Agent,6,1,6,2,2,8,693.5797803645972,50,Urban,100
23,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2186,0,0,0,0,Online,30,0,3,3,3,9,683.9090693075365,50,Suburban,50
33,0,Married,86,>5 years,0,0,Medium,0,Full Coverage,0,2286,0,0,0,0,Online,10,1,8,2,2,11,797.667227674972,-50,Urban,100
41,0,Widowed,0,1-5 years,50,0,High,0,Liability-Only,-200,1950,0,0,0,0,Online,28,0,5,3,2,11,705.2233811238947,-50,Rural,0
53,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2036,1,0,0,50,Online,15,1,2,0,3,11,741.0008896419545,-50,Suburban,50
37,0,Widowed,0,1-5 years,50,2,Medium,200,Full Coverage,0,2450,0,0,0,0,Online,4,0,4,1,3,10,775.3818893341743,-50,Urban,100
21,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2186,0,0,0,0,Online,20,1,6,2,2,1,697.7695851200183,50,Suburban,50
40,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2150,0,1,1,100,Online,4,1,5,1,3,11,721.0114183684302,-50,Suburban,50
41,0,Single,0,<1 year,100,3,Low,150,Liability-Only,-200,2150,1,1,0,100,Online,9,1,5,1,1,14,754.1276615751143,-50,Urban,100
42,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2100,1,0,0,50,Agent,15,1,6,2,2,5,716.2421040035931,-50,Suburban,50
53,0,Widowed,0,1-5 years,50,1,Low,50,Liability-Only,-200,2000,0,0,0,0,Online,5,0,4,0,1,11,730.6581251979218,-50,Rural,0
55,1,Married,86,1-5 years,50,0,High,0,Liability-Only,-200,2086,0,0,0,0,Online,9,1,7,4,1,7,726.3358201016281,-50,Suburban,50
31,0,Divorced,0,1-5 years,50,0,Low,0,Full Coverage,0,2150,1,0,0,50,Online,24,0,5,3,2,8,735.5892995114632,-50,Suburban,50
30,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,2050,0,0,0,0,Online,21,1,7,1,2,3,697.0311883413486,50,Suburban,50
24,0,Married,86,1-5 years,50,0,High,0,Full Coverage,0,2236,0,1,0,50,Online,22,1,5,1,3,13,772.4463532828674,-50,Suburban,50
50,0,Widowed,0,<1 year,100,0,Low,0,Liability-Only,-200,2200,0,0,0,0,Referral,10,1,5,1,1,5,626.5167666903129,50,Urban,100
61,1,Married,86,>5 years,0,0,Low,0,Liability-Only,-200,2186,0,0,0,0,Referral,20,1,3,1,3,11,688.5708910200929,50,Urban,100
35,0,Divorced,0,1-5 years,50,1,Low,50,Full Coverage,0,2250,1,0,0,50,Online,2,1,6,3,2,6,784.2619165498592,-50,Urban,100
36,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2186,0,1,0,50,Online,6,1,6,3,1,13,604.7554663080481,50,Suburban,50
62,1,Divorced,0,<1 year,100,0,Low,0,Liability-Only,-200,2100,0,0,0,0,Agent,10,1,5,5,1,1,739.1734144272116,-50,Urban,100
47,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2200,0,0,0,0,Online,30,1,3,1,2,12,719.8744659303397,-50,Urban,100
46,0,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2286,0,0,1,50,Online,15,0,4,2,1,10,708.0209193873158,-50,Urban,100
22,0,Single,0,>5 years,0,0,Medium,0,Full Coverage,0,2300,0,0,0,0,Online,17,1,3,3,1,11,677.7673578707569,50,Urban,100
50,0,Married,86,>5 years,0,0,Medium,0,Liability-Only,-200,1936,1,1,0,100,Agent,16,0,0,3,2,14,742.8193568157967,-50,Suburban,50
26,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2486,0,0,0,0,Online,17,1,3,2,2,4,615.7879992997913,50,Urban,100
22,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2236,0,0,0,0,Online,21,1,1,0,1,2,663.2706063810805,50,Urban,100
34,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2486,0,0,0,0,Agent,18,1,3,4,3,3,610.1037540633354,50,Urban,100
31,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2186,1,0,0,50,Agent,2,1,6,1,3,6,713.3082066712863,-50,Suburban,50
36,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2250,0,1,1,100,Online,14,1,5,2,1,4,687.1765196746334,50,Urban,100
18,0,Married,86,>5 years,0,1,Low,50,Liability-Only,-200,2136,0,0,0,0,Referral,29,1,4,4,1,2,714.7985791919114,-50,Urban,100
54,0,Single,0,<1 year,100,1,High,200,Liability-Only,-200,2300,0,0,0,0,Online,22,1,7,2,2,7,850.0,-50,Urban,100
56,1,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2286,0,0,0,0,Online,25,1,4,2,3,3,703.737751036244,-50,Urban,100
18,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,0,1,0,50,Online,4,1,5,1,1,4,714.5432492856032,-50,Urban,100
54,0,Single,0,>5 years,0,3,Low,150,Liability-Only,-200,2100,1,0,0,50,Agent,16,1,7,1,1,12,703.9224654943365,-50,Urban,100
27,0,Married,86,<1 year,100,2,Low,100,Full Coverage,0,2436,0,0,0,0,Online,6,1,4,0,2,1,791.550561860539,-50,Suburban,50
52,0,Divorced,0,<1 year,100,4,Low,200,Liability-Only,-200,2200,0,1,0,50,Agent,17,1,5,1,2,6,725.9892845261376,-50,Suburban,50
38,0,Single,0,<1 year,100,1,High,200,Full Coverage,0,2350,0,1,1,100,Agent,6,0,3,2,3,8,709.2241151918124,-50,Suburban,50
40,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2250,0,0,0,0,Online,30,1,10,2,3,13,728.1560480085128,-50,Suburban,50
37,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2386,1,0,0,50,Online,15,0,4,3,1,13,667.529184805217,50,Suburban,50
58,1,Married,86,>5 years,0,2,Low,100,Liability-Only,-200,2086,0,1,0,50,Agent,26,1,4,4,3,11,751.9461657813797,-50,Suburban,50
21,0,Divorced,0,1-5 years,50,0,Low,0,Liability-Only,-200,1950,1,0,0,50,Referral,1,1,9,0,3,4,712.2789804750109,-50,Suburban,50
49,0,Divorced,0,<1 year,100,0,Low,0,Liability-Only,-200,2200,0,0,0,0,Referral,2,1,2,4,2,12,659.6827969167479,50,Urban,100
56,1,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2286,1,1,0,100,Online,9,1,5,0,2,6,664.1317300658409,50,Suburban,50
50,0,Married,86,<1 year,100,1,Medium,100,Liability-Only,-200,2236,0,0,0,0,Online,4,1,2,4,3,4,753.2242257688213,-50,Suburban,50
74,1,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,2100,0,0,0,0,Online,24,1,10,1,2,1,654.0148321705756,50,Urban,100
32,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,1850,0,1,0,50,Online,15,0,4,2,1,13,769.6807802087667,-50,Rural,0
54,0,Divorced,0,>5 years,0,0,Medium,0,Liability-Only,-200,1950,0,0,1,50,Online,20,1,5,1,1,5,763.217778185461,-50,Urban,100
38,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2336,0,0,0,0,Referral,1,1,3,2,1,6,811.5513793910868,-50,Suburban,50
58,1,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2486,0,0,0,0,Online,20,1,5,1,1,10,640.9154466323652,50,Urban,100
39,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2186,0,0,0,0,Agent,15,1,7,1,3,9,770.472666756062,-50,Urban,100
34,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2386,0,0,0,0,Online,8,1,8,1,2,1,782.7397723456334,-50,Urban,100
59,1,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2286,0,1,0,50,Online,20,0,4,1,3,12,730.7790596672739,-50,Urban,100
32,0,Divorced,0,<1 year,100,1,Low,50,Full Coverage,0,2350,0,1,0,50,Agent,20,1,11,2,2,3,587.4937435144398,50,Suburban,50
18,0,Single,0,<1 year,100,0,Low,0,Full Coverage,0,2300,0,0,0,0,Online,15,1,2,2,1,1,700.5106445788781,-50,Urban,100
32,0,Divorced,0,>5 years,0,0,Medium,0,Full Coverage,0,2250,1,0,0,50,Referral,21,0,1,2,1,11,672.435567340207,50,Urban,100
49,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2236,0,1,1,100,Agent,20,1,3,2,2,13,776.7809705770954,-50,Urban,100
60,1,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2386,0,0,0,0,Online,15,1,6,0,3,13,710.0676872596966,-50,Urban,100
41,0,Married,86,>5 years,0,1,Medium,100,Full Coverage,0,2386,0,1,0,50,Agent,6,1,6,1,3,4,640.7932653741722,50,Suburban,50
59,1,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2436,0,1,0,50,Online,25,0,4,1,3,13,687.0601092396362,50,Urban,100
19,0,Divorced,0,>5 years,0,0,Low,0,Full Coverage,0,2100,0,0,0,0,Online,16,1,5,1,1,4,740.1915680825495,-50,Rural,0
33,0,Married,86,1-5 years,50,1,High,200,Full Coverage,0,2636,0,0,0,0,Online,19,0,1,1,1,13,679.3155588781731,50,Urban,100
35,0,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2236,1,0,1,100,Online,1,0,5,3,2,11,713.1779302007216,-50,Suburban,50
38,0,Married,86,1-5 years,50,1,Medium,100,Full Coverage,0,2336,0,1,0,50,Online,16,0,3,3,1,12,806.4088793407375,-50,Suburban,50
41,0,Married,86,<1 year,100,0,High,0,Liability-Only,-200,2136,0,0,0,0,Online,24,1,5,0,3,5,708.0672816529928,-50,Suburban,50
50,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2150,0,1,0,50,Agent,4,1,3,2,1,6,709.4855372456922,-50,Suburban,50
33,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2386,0,1,0,50,Online,9,1,8,0,2,3,697.5488250476379,50,Suburban,50
42,0,Single,0,1-5 years,50,1,High,200,Liability-Only,-200,2250,0,0,0,0,Agent,21,1,5,0,3,3,715.0050476576869,-50,Urban,100
39,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2000,1,0,0,50,Online,17,1,3,1,2,6,767.0845205871418,-50,Urban,100
26,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2436,0,0,0,0,Online,6,1,8,2,2,12,661.2549774498626,50,Suburban,50
38,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2036,0,1,0,50,Agent,12,1,2,0,1,8,701.6899339254956,-50,Rural,0
37,0,Single,0,>5 years,0,0,Medium,0,Full Coverage,0,2100,1,0,0,50,Agent,24,0,3,3,1,12,818.0109609881698,-50,Suburban,50
37,0,Single,0,>5 years,0,1,Low,50,Liability-Only,-200,2000,0,0,0,0,Referral,8,1,6,2,1,6,731.2788687985715,-50,Suburban,50
40,0,Married,86,<1 year,100,1,High,200,Full Coverage,0,2636,1,0,0,50,Online,10,1,2,2,1,12,693.9585626453263,50,Urban,100
41,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2036,0,0,0,0,Referral,28,1,3,0,3,2,752.5245002695908,-50,Rural,0
33,0,Married,86,1-5 years,50,0,Medium,0,Liability-Only,-200,2036,0,0,0,0,Online,9,1,5,0,2,6,793.2614409710274,-50,Rural,0
59,1,Married,86,<1 year,100,2,High,400,Full Coverage,0,2886,0,0,0,0,Online,24,0,2,3,3,13,637.1720381650736,50,Urban,100
22,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,0,0,0,0,Agent,27,1,10,1,1,6,708.5735859724149,-50,Urban,100
29,0,Married,86,1-5 years,50,0,High,0,Liability-Only,-200,2036,1,0,0,50,Online,8,1,4,2,3,1,728.1665638821412,-50,Suburban,50
81,1,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2136,0,1,0,50,Online,17,1,8,2,1,8,729.3271970281027,-50,Urban,100
24,0,Married,86,<1 year,100,1,High,200,Liability-Only,-200,2336,0,0,0,0,Online,27,1,6,0,2,9,709.5139589139693,-50,Suburban,50
19,0,Married,86,>5 years,0,1,High,200,Full Coverage,0,2436,0,1,0,50,Agent,30,1,8,3,1,8,688.0250573855749,50,Rural,0
51,0,Divorced,0,1-5 years,50,0,Low,0,Full Coverage,0,2250,0,1,0,50,Online,18,1,2,0,2,2,593.9974470424389,50,Suburban,50
18,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2300,0,0,0,0,Referral,21,1,5,0,2,6,722.6423066675222,-50,Urban,100
36,0,Widowed,0,>5 years,0,0,Low,0,Full Coverage,0,2250,0,0,0,0,Online,8,0,3,2,1,14,697.9683033215503,50,Suburban,50
72,1,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2386,1,0,0,50,Referral,30,1,6,0,2,8,656.6185042001403,50,Urban,100
18,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,0,1,0,50,Agent,17,1,9,3,3,12,774.1877864044109,-50,Urban,100
18,0,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2286,0,1,0,50,Agent,27,1,5,2,3,6,689.4306739860983,50,Rural,0
18,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2150,0,0,0,0,Online,10,1,6,3,1,8,666.3259872677183,50,Urban,100
53,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2236,1,0,0,50,Online,23,1,5,0,1,6,816.0131614697641,-50,Suburban,50
56,1,Married,86,1-5 years,50,0,High,0,Liability-Only,-200,2136,0,0,0,0,Online,28,1,4,5,2,7,802.6478027710123,-50,Urban,100
32,0,Widowed,0,>5 years,0,0,Low,0,Liability-Only,-200,1850,1,0,0,50,Online,16,1,5,3,1,8,700.3250116771558,-50,Rural,0
50,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2200,0,0,0,0,Online,7,1,9,3,1,10,747.8449399387251,-50,Rural,0
60,1,Widowed,0,1-5 years,50,0,Low,0,Liability-Only,-200,1950,0,0,0,0,Agent,29,1,4,3,1,12,733.7520752636823,-50,Rural,0
66,1,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2286,0,0,0,0,Online,26,1,6,1,3,14,618.4757876490186,50,Urban,100
36,0,Married,86,1-5 years,50,1,High,200,Liability-Only,-200,2236,0,0,0,0,Online,14,1,6,3,2,1,714.9083685279915,-50,Rural,0
18,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2186,1,0,1,100,Online,1,1,3,2,3,2,768.1784836354719,-50,Suburban,50
27,0,Single,0,1-5 years,50,1,Low,50,Liability-Only,-200,1950,1,0,0,50,Online,7,0,3,1,3,11,733.1558512361379,-50,Rural,0
33,0,Single,0,<1 year,100,0,Low,0,Liability-Only,-200,2000,0,1,0,50,Agent,22,1,7,2,3,14,736.3765877661251,-50,Suburban,50
36,0,Widowed,0,1-5 years,50,1,Low,50,Full Coverage,0,2200,1,0,0,50,Online,4,1,4,3,2,2,850.0,-50,Suburban,50
37,0,Married,86,1-5 years,50,2,Low,100,Liability-Only,-200,2186,0,0,0,0,Agent,25,1,7,2,1,10,792.5862733682578,-50,Suburban,50
56,1,Single,0,>5 years,0,1,Low,50,Full Coverage,0,2250,0,0,0,0,Online,30,1,6,1,2,14,780.436726674862,-50,Urban,100
59,1,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2136,0,1,0,50,Agent,29,1,10,4,2,4,724.8523770800035,-50,Urban,100
37,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2386,0,1,0,50,Online,20,0,3,1,1,8,611.7602572253923,50,Urban,100
56,1,Single,0,>5 years,0,3,High,600,Liability-Only,-200,2550,0,0,0,0,Agent,2,1,6,3,3,13,760.5518906982801,-50,Suburban,50
45,0,Single,0,<1 year,100,0,Low,0,Liability-Only,-200,2100,0,0,0,0,Agent,4,1,6,7,1,11,747.7816167957307,-50,Urban,100
40,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2186,1,1,0,100,Online,4,1,4,2,2,5,716.5821137216715,-50,Suburban,50
53,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,0,0,0,0,Online,9,1,1,2,1,4,720.6758572949016,-50,Suburban,50
41,0,Married,86,1-5 years,50,0,High,0,Full Coverage,0,2386,0,0,0,0,Online,7,1,8,1,2,7,651.5985962068804,50,Suburban,50
70,1,Married,86,1-5 years,50,0,High,0,Full Coverage,0,2436,0,0,0,0,Agent,27,1,4,4,3,14,681.0641793242769,50,Urban,100
18,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2186,0,1,0,50,Agent,5,1,7,4,3,4,686.7848378165813,50,Suburban,50
32,0,Married,86,<1 year,100,1,High,200,Full Coverage,0,2586,0,0,0,0,Online,23,1,3,1,2,8,688.9728532547836,50,Rural,0
38,0,Married,86,1-5 years,50,0,High,0,Full Coverage,0,2236,0,0,0,0,Agent,28,1,3,2,1,12,739.1859638224411,-50,Rural,0
46,0,Widowed,0,1-5 years,50,0,Low,0,Full Coverage,0,2250,0,0,0,0,Online,12,1,4,2,1,8,713.2240338851377,-50,Urban,100
59,1,Widowed,0,>5 years,0,2,Medium,200,Full Coverage,0,2400,0,0,0,0,Online,20,1,6,1,1,3,718.0683417945962,-50,Urban,100
